# websim SPIKE WP2-S1 geodesic Direct fixture
# library=GeographicLib-Java version=1.49 jar=repast.simphony.gis_2.11.0/lib/GeographicLib-Java-1.49.jar
# jvm=OpenJDK 64-Bit Server VM 17.0.19 vendor=Eclipse Adoptium
# ellipsoid=Geodesic.WGS84 a=6378137.0 f=0.0033528106647474805
# mode=prodshape seed=20260731 n=10000
# bbox lat=[45.2,45.8] lon=[-123.0,-122.3] s12_m=[1.0,500.0]
# fields are raw IEEE-754 bit patterns, Double.doubleToRawLongBits, 16 lowercase hex digits
lat1	lon1	azi1	s12	lat2	lon2	azi2
4046ba8dca06977b	c05e9ec9c137fcdb	c062435e032d6811	405c665770c4d112	4046ba71fce84e51	c05e9ed70649b4ab	c0624362bdc3c398
4046d0fbd9c38cf5	c05eb44c73401762	c03478fe1062951e	4060e730b470fe9e	4046d12133371f17	c05eb456636766c6	c034791a7b6deeba
40469e0350bc790e	c05eadbbbd4ecdd8	c061b6e4ab283e1f	407017039002c271	40469dc7bbefdbf5	c05eaddd0494f919	c061b6f07b6dcd55
4046dc77d6f344a1	c05e9b0c507e3ab8	4057e893c059addb	404fd3412b844e71	4046dc75ff4e0742	c05e9afefbc64662	4057e89d4bbd2d64
4046a0bc90ee4bd7	c05e9b78b7a9f2a9	c04cb9a7bf21e66c	4069a7cfc5bd72f4	4046a0dd1fcee052	c05e9b9cd42e977e	c04cb9db0b321ab6
4046a2c4ccbc5c5c	c05eacc25ae0c5c5	c061df8c81b1d706	4075ba992db05c37	4046a272f2f6fabc	c05eacee0d08fd55	c061df9c0737bf0b
4046b74c2dfd6d7d	c05eaae63b9c53b4	c05ce2481f2d8cc6	4062d13df3767ec6	4046b7390be476f5	c05eab02ac3685cc	c05ce25c61fc5dce
4046aa325e26f6d0	c05eb6c10a446f43	c057d6e23a2c1513	4067cf0f234f3098	4046aa2d1f967f48	c05eb6e8ac85c6d9	c057d6fe69cf13fd
4046b064dd8a7d3a	c05eade028fdba16	40610af50c745082	4071395d0fb713d7	4046b02a14709640	c05eadb85da8c863	40610b0335da3ab6
4046dfb747812f11	c05eb9b4ee0848dd	c030d350ff87b0f1	4064699e3522f5d0	4046dfe55cbd9c36	c05eb9bee1ee37b0	c030d36d83997a4e
4046ab0fdd44e04b	c05eab01fb420ef7	c055a047b2caa141	40635c951285fe78	4046ab12a5f6da96	c05eab224c218bb9	c055a05eaed8f504
4046a8e3a8fe23db	c05e98d64d97e9bf	405cefc1caaf5736	407a31de3ddbb88b	4046a8adfa873b7d	c05e98876bca1c04	405ceff9e10c2df2
4046cb73f1d60187	c05eb2b4f308b12c	c010ea9e6f39c7f6	4076865aa4123cdf	4046cbdde8f38309	c05eb2ba87a55b10	c010eade3801bd6c
4046b5b75c0167b5	c05eb3b97b7342af	c0345c2a1b74c9b6	4070afcafefde635	4046b601289732d5	c05eb3cced6f67e6	c0345c618258c56d
4046ad41f26b5f60	c05eb5666fe2d13c	401eb1d0557aec54	4070f6493d7b497f	4046ad913f5b39a5	c05eb55edc123790	401eb226977464b7
4046d30c7d114815	c05e947e2ce33d91	c05214ca59119b23	40786edd16673d4a	4046d32f7a9f102d	c05e94cc76befdba	c052150254809487
4046ae0346981638	c05e9b21406b25f9	c0591829b3f98ff6	407a5f0134bf6f1e	4046adecdccaecb2	c05e9b780996d7d5	c0591867740c5799
4046bd98af953ee6	c05ebdabe5ea2c46	c058e7848bef5661	407302e503258e4a	4046bd89b35a4e3b	c05ebdeabeb0c65e	c058e7b15b8520c4
4046b775b32f5502	c05eb774451b9bc5	c060575534063904	4058d92a9beaa140	4046b762943c1a00	c05eb7840a532a9a	c060575ad22456be
4046d8de6bb66eb9	c05eb789c271639d	c05cbf2011768f65	407047ea4536f038	4046d8bdfaaec2f5	c05eb7bb6cf77073	c05cbf439c31765e
4046dd9cce9f7ae5	c05eb606d73184b0	40462badfd68e745	407dd73b8403aab8	4046de0179dd322b	c05eb5c0984f0de9	40462c1298430d7d
4046a5bc68980641	c05e9fadd52b0b7c	c02df28cacfab5b3	407cc910f7f9646c	4046a63f976f8bdf	c05e9fc6b093682f	c02df31a03d7bb30
4046d602d3909c73	c05e96332c20a867	c062327e37a1cc44	407c897ede0fa57a	4046d593c84935b8	c05e966970b73963	c0623291a086a56f
4046cd6265e27f54	c05eaf3d8f302aae	405b55168dd705d6	4066576459f5d6fd	4046cd50f4962700	c05eaf1a23a6f5a9	405b552fdcd29adc
4046bfc1eadb1610	c05eaf8069557a8f	c02a9d8ff053feb8	4068cbb3ae8c0fdf	4046bffad4d21ad4	c05eaf89fba5294e	c02a9dc68d911f3c
4046bc49c1407235	c05ead605f4ec6b2	40642aaf472e16ca	4062a635e2b90592	4046bc2014ce6507	c05ead565e355d15	40642ab2d8117a86
40469e55fc128a53	c05eb7cfb2482195	4063c60c815c0b81	403a8dab385e9cae	40469e4eb74a19b4	c05eb7cda34a2e8f	4063c60d3c72b666
4046d1f8a71d382f	c05ea9198b9539f8	40559b51f3257ac1	40787d99e359bdb5	4046d1ffd95d68c0	c05ea8c75ba1c80a	40559b8cb605661c
4046c845aa86086a	c05ea622c0973176	4052923fc75f065d	404154c02f369984	4046c8486f1a50ed	c05ea61bbff189d2	40529244c76516b6
4046e5303e97d1d3	c05eb26637899bac	c0629966140fff59	4077818d7fce25d1	4046e4d16853e34d	c05eb28f466e8ca4	c0629974cb0ce869
4046b260e9176924	c05e9dcac625ba73	c06194306c2737f7	4038ac82ff1fc16b	4046b25b495c2612	c05e9dce0c777e47	c061943196928990
4046ac775f8b1f4f	c05e9bad5d61ecc4	4054a62dc1d48911	4068ebc5459f5673	4046ac7ef25522dd	c05e9b840820d4b3	4054a64b29262676
4046c90489227178	c05e98936d01f23a	40643adbe854e797	405174223443a638	4046c8f0fa4ca71f	c05e988edbd326f0	40643add89cb0943
4046bf4f59ba3a2c	c05ebcc46ea6ec16	c05e257693a7b97b	406954fe1be21f0f	4046bf30f2b0dcd2	c05ebce8fff0e9c9	c05e2590a7eda266
4046af4abba67be5	c05e970e2b3e3b8d	405ea3dd7977cd9c	40749a5bcb5bc80f	4046af166c5c8e61	c05e96d4102783e2	405ea406d334aef6
4046a2f3e8981ec8	c05ea5cc59b181ef	40510f8698c8d5b0	40612992bd9d45be	4046a302e9f1f3fb	c05ea5b1b9c7bb8a	40510f99834c10b6
4046db171160203c	c05e9c85ce4e18ca	405a6928c624b493	405337ebe0b49d15	4046db10f4df7a39	c05e9c763ac5dd24	405a6933ec8d6c5e
4046dc1900b42f8b	c05ebfd96c0eb292	c066729d9a9feadd	407025ff79aba04e	4046dbccd4aa2198	c05ebfd9d1aaafb7	c066729dbeff1f39
4046c21447d843e7	c05eb47ab6bf0923	c06359f7406facac	406fed05914fc03f	4046c1d023903d67	c05eb4918192f8c1	c06359ff61d35951
4046c308b8dfec4a	c05eb1b02b428d78	c057fe7397b98931	407aa429c6f11eef	4046c2fba259bde4	c05eb20913561daa	c057feb307e6fbf4
4046d0fccb6495e0	c05eb07752eabc25	40501ea98724ae57	4065dc2069ebea13	4046d11301e6e865	c05eb05629c44eec	40501ec13bd5a7bd
4046c297892b0efb	c05eadf6926ced13	4062401bb269f4d8	406387b748370742	4046c27158468dd0	c05eade440a6dd23	406240223b783371
4046a8aa95a8d89a	c05eafb393a6d860	404852d9916381da	4075e77afbe31899	4046a8eeda8f6926	c05eaf7c9a6a5770	40485327be5d1929
4046adfd7b6ec728	c05e99075ed9e7a5	402950db397d70d7	4076f5e898a2ae7d	4046ae672a01d001	c05e98f689430c65	4029513b0d498d18
4046a169a94b51f4	c05e98655f5d561a	4028b80d5405f215	404856595228de8b	4046a177ae1a4e7a	c05e9863329b4e7e	4028b819afd980e2
40469b8613fdff26	c05e96fdcfe78381	402e391a5b92dbe1	406c6dd00e308472	40469bc6d10537a2	c05e96f171e71e32	402e39609494181b
4046d40e932d9816	c05e947e9d289fb4	c060d3392235c8e3	4066e88157cf4aac	4046d3e8a2d0bd09	c05e949a0b18c2b3	c060d342f11b32da
4046d2c9e7171cad	c05e935b7ac0e256	c04e9ba102ad886a	404ccd1f42c22fbc	4046d2d21476f6a6	c05e936617162c47	c04e9bb02f47c52d
4046c359be938af5	c05e9998eaa9e0c2	c05c5104cc9f804a	407817878ec001e0	4046c32cd9bc5ff6	c05e99e32ee59133	c05c5139cb08c892
4046d823fd55815b	c05eb152c04c11d3	405d46f449f0aa79	40794cffe1d95e05	4046d7ed9a3395e5	c05eb106f67e40c3	405d472a84c6f235
4046b0cc2b28bbf3	c05ea5d9da5eb20a	c060856d0dc7b36c	40169e98b993835a	4046b0cb0c9f5c8b	c05ea5dabad0b9f4	c060856d5da8e497
4046c418b9a5a7a0	c05ea80f1533f406	c0518c37c7809cc0	4016795db72e3bfe	4046c419495b7c30	c05ea81031096db6	c0518c38920ee3d5
40469f6f1098077e	c05e9f524363e346	4060ecf55ee09352	40460af16c3275c2	40469f65cf0fe554	c05e9f4bcdce8c0a	4060ecf7aa0198c8
4046ceff23c1737c	c05e9cc3d4861d55	40447083a62aad41	4069aec45cad9f13	4046cf2cf0930415	c05e9ca7953c9b9c	404470ac066f4518
4046cdf48e5f3c49	c05eaf47c2b9e504	c05409fd50db3b37	4050471e62a66266	4046cdf7d6848e49	c05eaf553c1b0a10	c0540a06f1b9dce1
4046e0037142712d	c05eb06f8fe0aeb8	c05fe6f13e312eb8	407ae04de7aae21c	4046dfb61278086a	c05eb0b749edcef7	c05fe7249eb980aa
4046bb96e42b9144	c05e999aa2ff2b1e	c040e6359e3a5cac	407a3c17da10aec5	4046bbfdbb8ea719	c05e99cb8ea5f9c4	c040e67b5d25e3df
4046a91da0dd3ec1	c05ebffe58c2d054	4041415d201b1602	40664a2434539dfe	4046a948f3795660	c05ebfe93c277643	4041417b26311b16
4046b02f797f162b	c05ebf358a846c68	c049afa7f480ba7c	404db991ba9f9b29	4046b03a6aa27244	c05ebf3f4172bded	c049afb5c898ac77
4046c938f7fceb48	c05e99c485c1bfef	c064f7f669af90f2	406fd1d8c7de02fe	4046c8efa08cf455	c05e99cfdc1c3168	c064f7fa75ff22ea
4046b620bd28730f	c05eba62d0da3f55	c04b3ad5c7700c91	406275dd7f7a14a4	4046b63a0c728899	c05eba7bf90bf439	c04b3af99e47cea1
4046db82c0fe740f	c05e98a83322f7e0	c030071c01b72e36	4076f05bd7b3c6be	4046dbeac0c65283	c05e98bd86643ecb	c030075912b5172e
4046c970e1ed8291	c05eaf26b81cebbe	c06008d941c0a3bf	40768edfafb8f52d	4046c92ef684e53f	c05eaf6230c332e2	c06008ee7e045ae2
4046d73b0de8facc	c05eb14ef755dd72	c0258857b2be8866	40497993583dddbf	4046d749cfa023ec	c05eb150f7be8e26	c025886327a6394d
40469e6add52045a	c05e935e1349c565	402ea11eb2f5ec03	407de1f72b42fea6	40469ef2d488a87e	c05e9343b9365eaf	402ea1b463da190f
4046b36b05999b7c	c05eb45bcdfeac7f	c0623df7aebc8e43	4070419be6f61f6e	4046b32b7e11f23c	c05eb47a4a45c89a	c0623e028932389a
4046ce739f045636	c05ea17fa7fc2297	4060af0e8a4f5def	406571f3239164bf	4046ce50d284e645	c05ea16581256391	4060af17e2749820
4046d88b0a3effbf	c05eae6575dae9a1	4060e265b6d75442	407d1aae5388e865	4046d829d5333a35	c05eae204b474f9d	4060e27e760624d4
4046bb0e735470a5	c05ea71d7c8b12d2	403620ae328f441f	4061f94e182585eb	4046bb35b8e65a2b	c05ea71223e71e2d	403620ce8c191a77
4046e1faffe51ae1	c05e9a4aa099624b	c032f1eb6ee83958	4079ebe11c5b4965	4046e26ea623cfc1	c05e9a66fd2f783c	c032f23cb817564f
4046c61346820771	c05eb4f70bfceefa	c057ba0b801ea690	4063e644990de681	4046c60f4293cd26	c05eb51852f7722e	c057ba2341390f81
4046c5fe8f282204	c05ebc7c270140c3	403c107d283611a7	407a16f4d893009e	4046c66b28c0e125	c05ebc52f2994b54	403c10f2cfd985ac
4046d808e318ad2c	c05ebb6ad319d0ac	c05e52db7d626574	4005872b06eee618	4046d8087998f85d	c05ebb6b4ee9c4ad	c05e52dbd5fa3b62
4046a9b0037f9c50	c05eb89f975916e5	c05d0bddd861bee2	407a6c0024f3f9b5	4046a9790201313f	c05eb8eede85e3de	c05d0c16385ecfa1
4046cd990658b5a7	c05ea7b1a6a99197	405a09505002144d	407cc9a6bdbac117	4046cd77d5458623	c05ea753d967982c	405a09935680f20d
4046c06e61b59419	c05ea4bc472f3ac4	c0372ec88f0c4a15	4061c1b8e4eb02fc	4046c094e1b5cade	c05ea4c8006d005c	c0372eea022cffa7
4046cabf8b6f5493	c05e9b5d896f4cf7	405a19433ae44421	3ff1ee6c782ac742	4046cabf76681b3b	c05e9b5d4f180c63	405a194364902bf5
4046d4a816f17b74	c05ea775cd63275e	c04992e7eabc3735	4058e0a3060c119b	4046d4ba7e579b1e	c05ea7861813ea10	c04992ff38b388fc
4046db3c16979f7e	c05e996d1b855cdb	4062f734c1baa212	40594be09af52e63	4046db21d0e37f79	c05e99630596cf8d	4062f7385ddbcdcb
4046c7eb33c84efd	c05ea4d6d165ad46	402d3d27c0ad3cda	407efb69e0d8f9a3	4046c8789ec6ce1b	c05ea4bc8f31e0ca	402d3dbdbfaeb659
4046c2b50b18180c	c05ebd1f69e9d981	c06400e2f3f71678	4070d9faf354ab3e	4046c26a54af445f	c05ebd32b9bed34c	c06400e9d7aa53f3
4046a20356c7792f	c05eb88cd8436bb2	c0636ce6d5f2e35c	4072c50a96fa904e	4046a1b2d3d14c46	c05eb8a6f0636760	c0636cf01a9b7485
4046df0ff7862017	c05ea019e12741ba	c0518c630fdaa3ad	407d84d7b86192c6	4046df3f24e179ca	c05ea0776f4dedb4	c0518ca611778f9e
4046da6a92409c04	c05e9ef9253ed3dd	c05c6b7031b0e4a5	406cc113afdd776b	4046da4f557109d2	c05e9f2577f27826	c05c6b8feb447aab
4046bc5a3664a0ca	c05e969e9faa9b4c	405963d3e9f796a0	406500563528ef47	4046bc5049155f74	c05e967c22de9ab3	405963ec8003fb12
4046af00fcad12d1	c05ebd38b304ef89	4051d66a71465502	4041f097ae949fa3	4046af045eaf585b	c05ebd3196ef52bd	4051d66f807df285
4046cf2ddfcf908d	c05ea80c62bb373c	4018fd4c010bd20c	402a9ef134118eb6	4046cf31c673e5f7	c05ea80c14d6446c	4018fd4f7bc8aa73
4046c2a4927cc61c	c05e96d2863644b9	3ff8299c8bca959e	40713cee2ec852db	4046c2f5dc4ac1a0	c05e96d0fffb5748	3ff829e227b7462a
4046e5f825d1e7a2	c05ea24c5996d7c4	403d43667bd40076	4066a8393625c491	4046e626c3f38b0d	c05ea239ad7ef75e	403d439c06cf20e7
40469fa70b7cc5d2	c05e9e9353cbcd10	404be011e20c7718	405061245e6a7858	40469fb1eaab1495	c05e9e8806683e8c	404be021ef8d6af7
4046a146c4077c6f	c05eb3b55c4976ed	40595da8b20961a4	4046b58e7e3d3e1a	4046a1441ab16282	c05eb3ac11a563df	40595daf4b9a568c
4046a36e09f61db5	c05ebb07b26db203	c06529863afd17c2	407d9b22f4cfd917	4046a2e4cd625a59	c05ebb1a1053d9db	c065298cc14fe01c
4046e3aa5c0bcda0	c05e964f49ea5076	c05e71c6f6e03cbe	40753227cc3c7747	4046e375b4424ebc	c05e968c05a58ef1	c05e71f27d03dc2a
4046d923a03440b4	c05eb6b12e208269	c062797b155e340e	407eb2c9857fdf26	4046d8a917dbaca2	c05eb6e83d947a42	c062798ec8e7996f
4046bec4f50f0fea	c05e983319c62bf4	c0596298b5725c5d	40462691080cdcf0	4046bec2581887b8	c05e983c32b68be7	c059629f3249d529
4046b83b1ecb18d3	c05eafad05dbf896	404bc68c4997da9a	4020054add86514e	4046b83c74cc403b	c05eafaba3c14e04	404bc68e42327787
40469ec003ca851b	c05ea3a60e3dce77	402a26f80917bec5	4068d9bd0e7e007b	40469ef91c7b3652	c05ea39cab727142	402a272d5a6d6a7e
4046b0dd4e7a06a4	c05ea621e02e9426	c059579fc8f7c12e	4078f4df04a83c4a	4046b0c618508fe8	c05ea673c407b83a	c05957da12fe8c3e
4046d46abe0c51b3	c05e98d53e041633	4055b6be6d9bd307	4069c2937cb6b14c	4046d46e1305f494	c05e98a9fc279854	4055b6dd5da13461
4046d8a2c93cc40e	c05eb3ce0218c9f4	c03e6c74837b3635	406a4754ee71e72a	4046d8d83b413869	c05eb3e466d2b9b4	c03e6cb49d160567
4046aea1accb52df	c05ea463f2593577	c063d262ed71931b	407d554cad0f0da1	4046ae20dc31c646	c05ea487cc04ac88	c063d26faeb1fd0d
40469fee543629d1	c05eadc17ed8d613	405b807d984ffdcf	407ba831bcd3e754	40469fc1af35df64	c05ead6ab7c42100	405b80bb38ce0cae
4046ae21cc64cc1c	c05eaa41855a5ff5	40596f35828bec38	40700d02bf8cc19e	4046ae1264bc48d3	c05eaa0cf1269115	40596f5aebfd3430
4046bde8adce8acb	c05eb811152a4c7f	405eab670f862368	4073bef50cb55ac0	4046bdb6628e7622	c05eb7d95ad6bd84	405eab8ecc008f38
4046d3ec2027f3b9	c05eaa141c1ced37	40586bd97e3d2a92	404413627a7e12dc	4046d3ea8ae3fa79	c05eaa0bbedbda0b	40586bdf798f666a
4046a059a60edec5	c05ea833c0f6e0be	c043b8b2a92959ef	4076ed81f51c8a2b	4046a0ad2d19d437	c05ea86466228b0d	c043b8f7c2820edf
4046b50f30baf426	c05eae4990f4aec7	c05198d2c8603e70	4075dfe2eb5a789e	4046b531d2e2a711	c05eae8e931b6862	c0519903ee650572
4046d6bf8184c855	c05ea8c1ac19c0a6	4025699f6ce62bc0	406011d81cf894fe	4046d6e4bf6d2852	c05ea8bca65f098d	402569bc2bac6bc3
4046be9db347eac3	c05eb8fd92fe5a2e	405f731b6494ba94	407c1edc4177b95b	4046be501a7400fb	c05eb8b117f25a19	405f7351ee78aa1b
4046d7a8d3aa2ff9	c05e9eb715c5daa5	406202d4b6250af8	4073ebe04a238713	4046d75cb73aa6fb	c05e9e8fc4737e53	406202e2c6fb6a11
4046d42c90ee488a	c05eb6e3607c4ed2	c05c6465b60f75a0	406d58d4c777347b	4046d410e379dacf	c05eb7109cc53349	c05c64860ff0bb05
40469ea2fae3cb4b	c05ea9f903fefa18	c062ac65b88b2f21	40369029c3091a4c	40469e9d412ca1ae	c05ea9fb69c37482	c062ac66927291f6
4046bac6b2e1f4ce	c05e974a95e1ae87	c0630ccfd13b7a80	40757002e58dd7ef	4046ba6d13eb36db	c05e976bdf104fd3	c0630cdbade6d19c
4046b36829c19d8a	c05ebbec1a6935e6	c04811ef9efe0fa7	407a5d505180225c	4046b3bb27bcd032	c05ebc2dd9b4e5d7	c048124d40d2c926
4046cb6d8b9e9a9f	c05eb117bb223ba7	4062539704cf6400	40522cda70beabf5	4046cb5ba60a5dd3	c05eb10f54c697d3	4062539a04da0ee0
4046c021e6479360	c05e9e0c93aeaf9d	c01f1ac6fca85459	4061f2aabbe2294c	4046c04bd7d414e7	c05e9e10a6472428	c01f1af5771b5ebf
4046b0f3e5eea20a	c05eb65db3509369	c0611a24ca99ed68	407dcb64448aba85	4046b08d68a571fd	c05eb6a1f0e535fa	c0611a3d13f3cfa2
40469f2346ce2cfe	c05eacb5e16b23a0	403c78b87282c5e2	407ec03ed64a9ce4	40469fa2cc416413	c05eac84ee2531c1	403c79437dab1b74
40469fa51aa004a5	c05ea681c6cbb9e9	404c944204a95eb2	4078890dadd64617	40469fe3df6e0b0b	c05ea63cf12515aa	404c94a3c92717d3
4046c4375ff4962f	c05eb1a41a9217e6	c03492360464d9d6	405fdc4a2f8e31e8	4046c45a8d78da4d	c05eb1ad7f12a8ca	c0349250d461778e
4046dbb6f541424f	c05ea0e716bf6e1f	c062b1480f3b05e2	40636c1a2c364931	4046db8f78bb6014	c05ea0f7a9ec24d2	c062b14dfe0bfbb7
4046cde453a1beb8	c05e9379189b786f	404d578074af0e42	407a4b31e47659e9	4046ce24ca9eb424	c05e932d9b5cc527	404d57ec57e4985c
4046aabec079ef7e	c05ea05ca83c98bd	c04a47590da32fa0	40641be643be8fe0	4046aadb969385c4	c05ea0775aa24658	c04a477f072d811b
40469acbcc14dcac	c05e9c47c7bbc9ed	401a53a21f830feb	40618247b395266b	40469af4d311b0c6	c05e9c446e89e278	401a53c8250a66f6
4046c3dd51ed151f	c05ebb2e1820bb74	c055b66522ff5e00	4070f691e899777f	4046c3e1b72be070	c05ebb66ef0431e7	c055b68db2cf5d66
4046cc64e152369d	c05eb9881b502a4c	40546b9ffac3fa13	4066ef2609be3b3c	4046cc6cb48588da	c05eb961fc21098e	40546bbb37127cff
4046d4728051ce83	c05ea87d9e596f2c	405eb9f88af61470	40735d21936f396e	4046d440e08a4506	c05ea846f032ee6d	405eba1fa655c7c1
4046ae6fc07f9c55	c05eb4a5536b319e	406405ca2476a392	40457a557a04ca1f	4046ae63d64d5fd4	c05eb4a247bcb149	406405cb39dc8d84
40469aac99dd4030	c05ea47e4caa58df	c05b8e32f7ccb233	40698877a5475d98	40469a97c84eb50a	c05ea4a645eceab4	c05b8e4f56099f81
4046ceb29ef28a36	c05eb8ab95d60a6f	4064865994cc48a0	405d85c71e811411	4046ce911edb9e81	c05eb8a4d4ad4d51	4064865bfeaae65f
4046af6108c849d5	c05ea4944002da14	4023bbfa8d061c7a	407784a273a4ac60	4046afce5668d077	c05ea486c3515a3a	4023bc4756be0397
4046aa8fe005a757	c05eab9fb033836b	4051d926375d4a87	407e4f992fb92136	4046aabd7eaa37d7	c05eab3f9eebef45	4051d96a8a476e84
