agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag
Site 10,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-119305,CJ,yes,4740,2020-09-10T07:00,5872,2020-09-11T01:52,1132.0,18602.70,10032.10,54.77,299.55,5360.3525,677.1192,5360.3525,24.8833,30,0,0,1.000,1.000,SHELTERED,18601.46,1.25,0,C_capacity_neutral_demonstration,1.2691,30,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 11,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-119547,OCC,yes,4740,2020-09-10T07:00,4800,2020-09-10T08:00,60.0,4129.23,4127.96,17.67,112.10,1413.9675,59.8633,1413.9675,7.0167,66,0,0,1.000,1.000,SHELTERED,4127.96,1.26,0,C_capacity_neutral_demonstration,1.1306,66,55-69,MALE,0,unimpaired,0,0,0,1
Site 12,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-140556,OCC,yes,4740,2020-09-10T07:00,4800,2020-09-10T08:00,60.0,4098.16,4070.81,17.67,112.10,1413.9675,59.8633,1413.9675,7.0167,19,0,0,1.000,1.000,SHELTERED,4070.81,27.35,0,C_capacity_neutral_demonstration,1.1356,19,18-24,MALE,0,unimpaired,0,0,0,0
Site 13,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-212049,OCC,yes,4740,2020-09-10T07:00,4823,2020-09-10T08:23,83.0,8129.76,8125.85,17.91,112.10,1439.4783,85.3742,1439.4783,7.4000,29,0,0,1.000,1.000,SHELTERED,8125.85,3.91,0,C_capacity_neutral_demonstration,1.6210,29,25-54,MALE,0,unimpaired,0,0,0,0
Site 14,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-123751,CJ,yes,4740,2020-09-10T07:00,5873,2020-09-11T01:53,1133.0,21760.66,13127.54,54.81,299.55,5365.0533,751.2650,5365.0533,24.9000,49,0,0,1.000,1.000,SHELTERED,21696.90,63.76,0,C_capacity_neutral_demonstration,1.2574,49,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 15,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-130081,CJ,yes,4740,2020-09-10T07:00,5871,2020-09-11T01:51,1131.0,19155.49,10542.16,54.73,299.55,5355.6517,682.1083,5355.6517,24.8667,26,0,0,1.000,1.000,SHELTERED,19111.52,43.96,0,C_capacity_neutral_demonstration,1.2797,26,25-54,MALE,0,unimpaired,0,0,0,0
Site 16,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-212199,CJ,yes,4740,2020-09-10T07:00,5857,2020-09-11T01:37,1117.0,20503.16,11881.54,54.19,299.55,5289.8400,614.6817,5289.8400,24.6333,41,0,0,1.000,1.000,SHELTERED,20450.90,52.25,0,C_capacity_neutral_demonstration,1.4578,41,25-54,MALE,0,unimpaired,0,0,0,0
Site 17,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-167646,CJ,yes,4740,2020-09-10T07:00,5886,2020-09-11T02:06,1146.0,20513.27,11911.69,55.31,299.55,5425.7325,815.1742,5425.7325,25.1167,25,1,0,1.000,1.000,SHELTERED,20481.05,32.22,0,C_capacity_neutral_demonstration,1.1264,25,25-54,MALE,0,unimpaired,1,0,1,1
Site 18,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-222180,OCC,yes,4740,2020-09-10T07:00,4820,2020-09-10T08:20,80.0,5819.36,5818.08,17.88,112.10,1436.1508,82.0467,1436.1508,7.3500,39,0,0,1.000,1.000,SHELTERED,5818.08,1.28,0,C_capacity_neutral_demonstration,1.2100,39,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 19,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-109598,OCC,yes,4740,2020-09-10T07:00,4748,2020-09-10T07:08,8.0,792.71,785.79,17.21,112.10,1362.0708,7.9667,1362.0708,6.1500,34,0,0,1.000,1.000,SHELTERED,785.79,6.92,0,C_capacity_neutral_demonstration,1.5150,34,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 20,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-134269,OCC,yes,4740,2020-09-10T07:00,4784,2020-09-10T07:44,44.0,3807.09,3805.80,17.53,112.10,1397.9208,43.8167,1397.9208,6.7500,27,0,0,1.000,1.000,SHELTERED,3805.80,1.29,0,C_capacity_neutral_demonstration,1.4409,27,25-54,MALE,0,unimpaired,0,0,0,0
Site 21,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-134537,OCC,yes,4740,2020-09-10T07:00,4794,2020-09-10T07:54,54.0,2872.26,2833.99,17.62,112.10,1407.8792,53.7750,1407.8792,6.9167,29,0,0,1.000,1.000,SHELTERED,2833.99,38.26,0,C_capacity_neutral_demonstration,0.8759,29,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 22,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-149766,CJ,yes,4740,2020-09-10T07:00,5868,2020-09-11T01:48,1128.0,16809.86,8231.59,54.62,299.55,5341.5492,620.6833,5341.5492,24.8167,62,1,0,1.000,1.000,SHELTERED,16800.95,8.91,0,C_capacity_neutral_demonstration,1.3210,62,55-69,MALE,0,unimpaired,1,0,1,1
Site 23,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-221864,CJ,yes,4740,2020-09-10T07:00,5846,2020-09-11T01:26,1106.0,18813.75,10230.63,53.76,299.55,5238.1308,517.2650,5238.1308,24.4500,37,0,0,1.000,1.000,SHELTERED,18799.99,13.76,0,C_capacity_neutral_demonstration,1.6517,37,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 24,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-212393,OCC,yes,4740,2020-09-10T07:00,4782,2020-09-10T07:42,42.0,3030.49,3029.23,17.51,112.10,1395.9292,41.8250,1395.9292,6.7167,49,0,0,1.000,1.000,SHELTERED,3029.23,1.25,0,C_capacity_neutral_demonstration,1.1764,49,25-54,MALE,0,unimpaired,0,0,0,0
Site 25,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-178938,CJ,yes,4740,2020-09-10T07:00,5874,2020-09-11T01:54,1134.0,20940.34,12369.71,54.85,299.55,5369.7542,739.8158,5369.7542,24.9167,34,1,0,1.000,1.000,SHELTERED,20939.07,1.27,0,C_capacity_neutral_demonstration,1.2522,34,25-54,MALE,0,unimpaired,1,0,1,1
Site 26,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-156554,CJ,yes,4740,2020-09-10T07:00,5856,2020-09-11T01:36,1116.0,20582.03,11911.44,54.15,299.55,5285.1392,606.7508,5285.1392,24.6167,43,0,0,1.000,1.000,SHELTERED,20480.80,101.23,0,C_capacity_neutral_demonstration,1.4832,43,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 27,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-167737,OCC,yes,4740,2020-09-10T07:00,4775,2020-09-10T07:35,35.0,2701.03,2699.77,17.45,112.10,1388.9583,34.8542,1388.9583,6.6000,41,0,0,1.000,1.000,SHELTERED,2699.77,1.26,0,C_capacity_neutral_demonstration,1.2574,41,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 28,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-109714,CJ,yes,4740,2020-09-10T07:00,5936,2020-09-11T02:56,1196.0,14149.50,5517.15,57.19,299.55,5657.6908,950.1350,5657.6908,25.9500,23,0,0,1.000,1.000,SHELTERED,14086.51,62.99,0,C_capacity_neutral_demonstration,0.8082,23,18-24,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 29,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-129965,CJ,yes,4740,2020-09-10T07:00,5868,2020-09-11T01:48,1128.0,19486.77,10862.41,54.62,299.55,5341.5492,669.6208,5341.5492,24.8167,28,0,0,1.000,1.000,SHELTERED,19431.77,55.00,0,C_capacity_neutral_demonstration,1.3111,28,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 30,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-201278,CJ,yes,4740,2020-09-10T07:00,5844,2020-09-11T01:24,1104.0,18146.99,9561.96,53.68,299.55,5228.7292,496.7717,5228.7292,24.4167,48,0,0,1.000,1.000,SHELTERED,18131.32,15.67,0,C_capacity_neutral_demonstration,1.7001,48,25-54,MALE,0,unimpaired,0,0,0,0
Site 31,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-201606,OCC,yes,4740,2020-09-10T07:00,4823,2020-09-10T08:23,83.0,7960.76,7959.50,17.91,112.10,1439.4783,85.3742,1439.4783,7.4000,46,0,0,1.000,1.000,SHELTERED,7959.50,1.26,0,C_capacity_neutral_demonstration,1.5970,46,25-54,MALE,0,unimpaired,0,0,0,0
Site 32,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-156327,CJ,yes,4740,2020-09-10T07:00,5899,2020-09-11T02:19,1159.0,15300.86,6715.34,55.80,299.55,5486.0417,771.8308,5486.0417,25.3333,60,0,0,1.000,1.000,SHELTERED,15284.70,16.16,0,C_capacity_neutral_demonstration,1.0255,60,55-69,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 33,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-212453,OCC,yes,4740,2020-09-10T07:00,4774,2020-09-10T07:34,34.0,2371.73,2370.45,17.44,112.10,1387.9625,33.8583,1387.9625,6.5833,67,0,1,1.000,1.000,SHELTERED,2370.45,1.28,0,C_capacity_neutral_demonstration,1.1381,67,55-69,FEMALE,0,unimpaired,0,1,1,1
Site 34,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-140607,CJ,yes,4740,2020-09-10T07:00,5866,2020-09-11T01:46,1126.0,26763.36,18115.07,54.54,299.55,5332.1475,802.2592,5332.1475,24.7833,38,0,0,1.000,1.000,SHELTERED,26684.43,78.93,0,C_capacity_neutral_demonstration,1.3386,38,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 35,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-167856,OCC,yes,4740,2020-09-10T07:00,4786,2020-09-10T07:46,46.0,3644.32,3621.02,17.55,112.10,1399.9125,45.8083,1399.9125,6.7833,30,0,1,1.000,1.000,SHELTERED,3621.02,23.29,0,C_capacity_neutral_demonstration,1.3201,30,25-54,MALE,0,unimpaired,0,1,1,1
Site 36,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-134625,CJ,yes,4740,2020-09-10T07:00,5890,2020-09-11T02:10,1150.0,22884.21,14280.87,55.46,299.55,5444.2892,901.4942,5444.2892,25.1833,68,0,0,1.000,1.000,SHELTERED,22850.23,33.98,0,C_capacity_neutral_demonstration,1.0907,68,55-69,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 37,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-190330,OCC,yes,4740,2020-09-10T07:00,4815,2020-09-10T08:15,75.0,5777.47,5776.23,17.83,112.10,1430.6050,76.5008,1430.6050,7.2667,64,0,0,1.000,1.000,SHELTERED,5776.23,1.24,0,C_capacity_neutral_demonstration,1.2724,64,55-69,FEMALE,0,unimpaired,0,0,0,1
Site 38,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-201433,OCC,yes,4740,2020-09-10T07:00,4814,2020-09-10T08:14,74.0,5187.77,5118.40,17.82,112.10,1429.4958,75.3917,1429.4958,7.2500,63,0,0,1.000,1.000,SHELTERED,5118.40,69.36,0,C_capacity_neutral_demonstration,1.1661,63,55-69,FEMALE,0,unimpaired,0,0,0,1
Site 39,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-201630,OCC,yes,4740,2020-09-10T07:00,4752,2020-09-10T07:12,12.0,686.31,685.05,17.25,112.10,1366.0542,11.9500,1366.0542,6.2167,22,0,0,1.000,1.000,SHELTERED,685.05,1.26,0,C_capacity_neutral_demonstration,0.9517,22,18-24,MALE,0,unimpaired,0,0,0,0
Site 40,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-112812,OCC,yes,4740,2020-09-10T07:00,4803,2020-09-10T08:03,63.0,5819.36,5818.08,17.71,112.10,1417.2950,63.1908,1417.2950,7.0667,47,0,1,1.000,1.000,SHELTERED,5818.08,1.28,0,C_capacity_neutral_demonstration,1.5269,47,25-54,MALE,0,unimpaired,0,1,1,1
Site 41,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-221912,OCC,yes,4740,2020-09-10T07:00,4778,2020-09-10T07:38,38.0,2385.62,2384.33,17.48,112.10,1391.9458,37.8417,1391.9458,6.6500,63,0,0,1.000,1.000,SHELTERED,2384.33,1.29,0,C_capacity_neutral_demonstration,1.0361,63,55-69,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 42,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-178775,CJ,yes,4740,2020-09-10T07:00,5869,2020-09-11T01:49,1129.0,25606.84,16888.36,54.66,299.55,5346.2500,803.4550,5346.2500,24.8333,68,0,0,1.000,1.000,SHELTERED,25457.72,149.11,0,C_capacity_neutral_demonstration,1.3021,68,55-69,MALE,0,unimpaired,0,0,0,1
Site 43,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-129985,OCC,yes,4740,2020-09-10T07:00,4782,2020-09-10T07:42,42.0,4011.94,4010.67,17.51,112.10,1395.9292,41.8250,1395.9292,6.7167,38,0,0,1.000,1.000,SHELTERED,4010.67,1.27,0,C_capacity_neutral_demonstration,1.5687,38,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 44,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-109616,CJ,yes,4740,2020-09-10T07:00,5877,2020-09-11T01:57,1137.0,16007.73,7437.10,54.97,299.55,5383.8567,660.7725,5383.8567,24.9667,34,0,0,1.000,1.000,SHELTERED,16006.46,1.27,0,C_capacity_neutral_demonstration,1.2181,34,25-54,MALE,0,unimpaired,0,0,0,0
Site 45,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-130233,CJ,yes,4740,2020-09-10T07:00,5871,2020-09-11T01:51,1131.0,16023.17,7412.35,54.73,299.55,5355.6517,628.1308,5355.6517,24.8667,26,0,0,1.000,1.000,SHELTERED,15981.71,41.46,0,C_capacity_neutral_demonstration,1.2803,26,25-54,MALE,0,unimpaired,0,0,0,0
Site 46,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-222246,CJ,yes,4740,2020-09-10T07:00,5866,2020-09-11T01:46,1126.0,24913.30,16136.49,54.54,299.55,5332.1475,763.5392,5332.1475,24.7833,31,1,0,1.000,1.000,SHELTERED,24705.85,207.45,0,C_capacity_neutral_demonstration,1.3446,31,25-54,FEMALE,0,unimpaired,1,0,1,1
Site 47,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-124037,CJ,yes,4740,2020-09-10T07:00,5910,2020-09-11T02:30,1170.0,19183.18,10585.62,56.21,299.55,5537.0725,942.6508,5537.0725,25.5167,52,1,0,1.000,1.000,SHELTERED,19154.98,28.20,0,C_capacity_neutral_demonstration,0.9495,52,25-54,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 48,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-178846,CJ,yes,4740,2020-09-10T07:00,5881,2020-09-11T02:01,1141.0,20288.05,11717.23,55.12,299.55,5402.5367,774.2133,5402.5367,25.0333,69,0,0,1.000,1.000,SHELTERED,20286.59,1.46,0,C_capacity_neutral_demonstration,1.1774,69,55-69,MALE,0,unimpaired,0,0,0,1
Site 49,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-156648,OCC,yes,4740,2020-09-10T07:00,4778,2020-09-10T07:38,38.0,3084.41,3083.10,17.48,112.10,1391.9458,37.8417,1391.9458,6.6500,40,0,0,1.000,1.000,SHELTERED,3083.10,1.32,0,C_capacity_neutral_demonstration,1.3199,40,25-54,MALE,0,unimpaired,0,0,0,0
Site 50,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-156169,CJ,yes,4740,2020-09-10T07:00,5861,2020-09-11T01:41,1121.0,21924.85,13315.26,54.35,299.55,5308.6433,669.0150,5308.6433,24.7000,31,0,0,1.000,1.000,SHELTERED,21884.62,40.23,0,C_capacity_neutral_demonstration,1.4062,31,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 51,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-123670,,no,4740,2020-09-10T07:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,56,0,0,1.000,1.000,UNREACHABLE,0.00,0.00,0,C_capacity_neutral_demonstration,1.0572,56,55-69,MALE,0,unimpaired,0,0,0,1
Site 52,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-109639,OCC,yes,4740,2020-09-10T07:00,4812,2020-09-10T08:12,72.0,7831.65,7814.21,17.80,112.10,1427.2775,73.1733,1427.2775,7.2167,33,0,0,1.000,1.000,SHELTERED,7814.21,17.45,0,C_capacity_neutral_demonstration,1.7950,33,25-54,MALE,0,unimpaired,0,0,0,0
Site 53,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-134691,CJ,yes,4740,2020-09-10T07:00,5883,2020-09-11T02:03,1143.0,16624.72,8037.93,55.19,299.55,5411.8150,705.3683,5411.8150,25.0667,32,0,0,1.000,1.000,SHELTERED,16607.29,17.43,0,C_capacity_neutral_demonstration,1.1566,32,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 54,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-156223,OCC,yes,4740,2020-09-10T07:00,4778,2020-09-10T07:38,38.0,3353.28,3320.86,17.48,112.10,1391.9458,37.8417,1391.9458,6.6500,33,0,0,1.000,1.000,SHELTERED,3320.86,32.41,0,C_capacity_neutral_demonstration,1.4392,33,25-54,MALE,0,unimpaired,0,0,0,0
Site 55,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-140227,OCC,yes,4740,2020-09-10T07:00,4762,2020-09-10T07:22,22.0,1602.32,1565.57,17.34,112.10,1376.0125,21.9083,1376.0125,6.3833,53,0,0,1.000,1.000,SHELTERED,1565.57,36.75,0,C_capacity_neutral_demonstration,1.1675,53,25-54,MALE,0,unimpaired,0,0,0,0
Site 56,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-112919,OCC,yes,4740,2020-09-10T07:00,4766,2020-09-10T07:26,26.0,2496.88,2475.69,17.37,112.10,1379.9958,25.8917,1379.9958,6.4500,42,0,0,1.000,1.000,SHELTERED,2475.69,21.18,0,C_capacity_neutral_demonstration,1.5620,42,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 57,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-178699,CJ,yes,4740,2020-09-10T07:00,5869,2020-09-11T01:49,1129.0,16967.93,8378.51,54.66,299.55,5346.2500,629.8208,5346.2500,24.8333,28,0,1,1.000,1.000,SHELTERED,16947.87,20.06,0,C_capacity_neutral_demonstration,1.3015,28,25-54,MALE,1,ambulant_impaired_no_aid,0,1,1,1
Site 58,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,26-140315,OCC,yes,4740,2020-09-10T07:00,4788,2020-09-10T07:48,48.0,3830.67,3793.14,17.57,112.10,1401.9042,47.8000,1401.9042,6.8167,27,0,0,1.000,1.000,SHELTERED,3793.14,37.53,0,C_capacity_neutral_demonstration,1.3064,27,25-54,MALE,0,unimpaired,0,0,0,0
Site 59,sim-20260725-233218-seed44,6616232434c84b43ee9551f9ba3f5419cf021cb3,44,da72d6c6f93b,25-112605,CJ,yes,4740,2020-09-10T07:00,5917,2020-09-11T02:37,1177.0,15337.51,6694.48,56.48,299.55,5569.5467,875.0083,5569.5467,25.6333,53,1,1,1.000,1.000,SHELTERED,15263.84,73.68,0,C_capacity_neutral_demonstration,0.9078,53,25-54,FEMALE,0,unimpaired,1,1,1,1
