agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals,scenario,walking_speed_mps,age_years,age_band,sex,mobility_limited,mobility_category,asthma_flag,copd_flag,any_respiratory,vulnerable_flag
Site 18,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-112734,,no,4740,2020-09-10T07:00,,,,12046.53,3406.95,173.09,562.70,54002.8192,561.5300,54002.8192,194.0000,21,0,0,1.000,1.000,REFUSED_ALL_FULL,11976.31,70.22,1,A_current_placement,1.3144,21,18-24,FEMALE,0,unimpaired,0,0,0,0
Site 19,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-123807,,no,4740,2020-09-10T07:00,,,,17673.76,9082.86,173.09,562.70,54002.8192,1509.1400,54002.8192,194.0000,44,0,0,1.000,1.000,REFUSED_ALL_FULL,17652.22,21.53,1,A_current_placement,0.5777,44,25-54,FEMALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 20,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-221906,,no,4740,2020-09-10T07:00,,,,17816.50,9193.09,173.09,562.70,54002.8192,811.5008,54002.8192,194.0000,47,1,0,1.000,1.000,REFUSED_ALL_FULL,17762.45,54.05,1,A_current_placement,1.0571,47,25-54,MALE,0,unimpaired,1,0,1,1
Site 21,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-112757,,no,4740,2020-09-10T07:00,,,,18163.84,9593.20,173.09,562.70,54002.8192,763.2883,54002.8192,194.0000,64,0,0,1.000,1.000,REFUSED_ALL_FULL,18162.56,1.29,1,A_current_placement,1.1317,64,55-69,MALE,0,unimpaired,0,0,0,1
Site 22,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-129822,,no,4740,2020-09-10T07:00,,,,10882.86,2274.70,173.09,562.70,54002.8192,481.4983,54002.8192,194.0000,46,0,1,1.000,1.000,REFUSED_ALL_FULL,10844.06,38.80,1,A_current_placement,1.4901,46,25-54,FEMALE,0,unimpaired,0,1,1,1
Site 23,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-221916,,no,4740,2020-09-10T07:00,,,,17434.60,8837.53,173.09,562.70,54002.8192,570.3475,54002.8192,194.0000,36,1,0,1.000,1.000,REFUSED_ALL_FULL,17406.89,27.71,1,A_current_placement,1.4673,36,25-54,MALE,0,unimpaired,1,0,1,1
Site 24,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-212331,,no,4740,2020-09-10T07:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,49,1,0,1.000,1.000,UNREACHABLE,0.00,0.00,0,A_current_placement,1.6864,49,25-54,OTHER,0,unimpaired,1,0,1,1
Site 25,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-221911,,no,4740,2020-09-10T07:00,,,,11733.50,3136.56,173.09,562.70,54002.8192,818.4342,54002.8192,194.0000,63,0,1,1.000,1.000,REFUSED_ALL_FULL,11705.92,27.58,1,A_current_placement,0.8916,63,55-69,FEMALE,1,ambulant_impaired_no_aid,0,1,1,1
Site 26,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-156445,,no,4740,2020-09-10T07:00,,,,10780.19,2199.85,173.09,562.70,54002.8192,465.4042,54002.8192,194.0000,45,0,1,1.000,1.000,REFUSED_ALL_FULL,10769.21,10.98,1,A_current_placement,1.5448,45,25-54,FEMALE,0,unimpaired,0,1,1,1
Site 27,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-112666,,no,4740,2020-09-10T07:00,,,,10641.03,2041.30,173.09,562.70,54002.8192,499.3058,54002.8192,194.0000,44,0,0,1.000,1.000,REFUSED_ALL_FULL,10610.66,30.37,1,A_current_placement,1.4360,44,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 28,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-112538,OCC,yes,4740,2020-09-10T07:00,4750,2020-09-10T07:10,10.0,901.14,872.32,17.23,112.10,1364.0625,9.9583,1364.0625,6.1833,57,0,0,1.000,1.000,SHELTERED,872.32,28.82,0,A_current_placement,1.4690,57,55-69,MALE,0,unimpaired,0,0,0,1
Site 29,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-119671,,no,4740,2020-09-10T07:00,,,,16434.48,7787.23,173.09,562.70,54002.8192,728.5642,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,16356.59,77.89,1,A_current_placement,1.1205,49,25-54,MALE,0,unimpaired,0,0,0,0
Site 30,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-156604,,no,4740,2020-09-10T07:00,,,,18107.15,9535.92,173.09,562.70,54002.8192,579.2208,54002.8192,194.0000,43,0,0,1.000,1.000,REFUSED_ALL_FULL,18105.29,1.87,1,A_current_placement,1.4678,43,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 31,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-212115,OCC,yes,4740,2020-09-10T07:00,4754,2020-09-10T07:14,14.0,1108.68,1103.61,17.27,112.10,1368.0458,13.9417,1368.0458,6.2500,52,0,0,1.000,1.000,SHELTERED,1103.61,5.07,0,A_current_placement,1.3182,52,25-54,MALE,0,unimpaired,0,0,0,0
Site 32,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-102540,,no,4740,2020-09-10T07:00,,,,12202.64,3596.66,173.09,562.70,54002.8192,634.0658,54002.8192,194.0000,22,0,0,1.000,1.000,REFUSED_ALL_FULL,12166.02,36.62,1,A_current_placement,1.1657,22,18-24,FEMALE,0,unimpaired,0,0,0,0
Site 33,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-145224,,no,4740,2020-09-10T07:00,,,,19468.87,10799.35,173.09,562.70,54002.8192,585.7558,54002.8192,194.0000,25,0,0,1.000,1.000,REFUSED_ALL_FULL,19368.71,100.16,1,A_current_placement,1.4946,25,25-54,MALE,0,unimpaired,0,0,0,0
Site 34,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-156610,,no,4740,2020-09-10T07:00,,,,20125.60,11533.20,173.09,562.70,54002.8192,631.8700,54002.8192,194.0000,40,1,0,1.000,1.000,REFUSED_ALL_FULL,20102.56,23.03,1,A_current_placement,1.4189,40,25-54,FEMALE,0,unimpaired,1,0,1,1
Site 35,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-201644,,no,4740,2020-09-10T07:00,,,,13454.33,4856.36,173.09,562.70,54002.8192,648.5983,54002.8192,194.0000,29,0,0,1.000,1.000,REFUSED_ALL_FULL,13425.72,28.61,1,A_current_placement,1.1727,29,25-54,MALE,0,unimpaired,0,0,0,0
Site 36,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-145015,,no,4740,2020-09-10T07:00,,,,12046.67,3435.36,173.09,562.70,54002.8192,702.9975,54002.8192,194.0000,18,0,0,1.000,1.000,REFUSED_ALL_FULL,12004.72,41.96,1,A_current_placement,1.0446,18,18-24,MALE,0,unimpaired,0,0,0,0
Site 37,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-123905,,no,4740,2020-09-10T07:00,,,,11626.03,3043.33,173.09,562.70,54002.8192,561.2517,54002.8192,194.0000,39,0,1,1.000,1.000,REFUSED_ALL_FULL,11612.69,13.34,1,A_current_placement,1.3061,39,25-54,MALE,0,unimpaired,0,1,1,1
Site 38,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-149709,,no,4740,2020-09-10T07:00,,,,16099.52,7464.81,173.09,562.70,54002.8192,496.7192,54002.8192,194.0000,38,0,0,1.000,1.000,REFUSED_ALL_FULL,16034.17,65.36,1,A_current_placement,1.6345,38,25-54,OTHER,0,unimpaired,0,0,0,0
Site 39,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-150087,,no,4740,2020-09-10T07:00,,,,11168.73,2598.05,173.09,562.70,54002.8192,490.1825,54002.8192,194.0000,22,0,0,1.000,1.000,REFUSED_ALL_FULL,11167.41,1.32,1,A_current_placement,1.4869,22,18-24,MALE,0,unimpaired,0,0,0,0
Site 40,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-102045,,no,4740,2020-09-10T07:00,,,,20425.21,11833.88,173.09,562.70,54002.8192,630.3992,54002.8192,194.0000,59,0,1,1.000,1.000,REFUSED_ALL_FULL,20403.24,13.11,1,A_current_placement,1.4362,59,55-69,MALE,0,unimpaired,0,1,1,1
Site 41,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-178808,,no,4740,2020-09-10T07:00,,,,13685.79,5057.94,173.09,562.70,54002.8192,647.2867,54002.8192,194.0000,69,1,0,1.000,1.000,REFUSED_ALL_FULL,13627.30,58.49,1,A_current_placement,1.1808,69,55-69,FEMALE,0,unimpaired,1,0,1,1
Site 42,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-145308,,no,4740,2020-09-10T07:00,,,,11536.71,2963.02,173.09,562.70,54002.8192,589.4567,54002.8192,194.0000,62,1,0,1.000,1.000,REFUSED_ALL_FULL,11532.38,4.33,1,A_current_placement,1.2383,62,55-69,FEMALE,1,ambulant_impaired_no_aid,1,0,1,1
Site 43,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-190729,,no,4740,2020-09-10T07:00,,,,11834.80,3230.45,173.09,562.70,54002.8192,451.8583,54002.8192,194.0000,35,0,0,1.000,1.000,REFUSED_ALL_FULL,11799.81,34.99,1,A_current_placement,1.6321,35,25-54,MALE,0,unimpaired,0,0,0,0
Site 44,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-149705,,no,4740,2020-09-10T07:00,,,,16548.89,7956.45,173.09,562.70,54002.8192,1279.4100,54002.8192,194.0000,20,0,0,1.000,1.000,REFUSED_ALL_FULL,16525.81,23.08,1,A_current_placement,0.6581,20,18-24,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 45,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-149980,,no,4740,2020-09-10T07:00,,,,17738.98,9168.33,173.09,562.70,54002.8192,515.5750,54002.8192,194.0000,67,0,0,1.000,1.000,REFUSED_ALL_FULL,17737.69,1.30,1,A_current_placement,1.6342,67,55-69,MALE,0,unimpaired,0,0,0,1
Site 46,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-190456,,no,4740,2020-09-10T07:00,,,,16222.43,7651.80,173.09,562.70,54002.8192,703.3525,54002.8192,194.0000,20,0,1,1.000,1.000,REFUSED_ALL_FULL,16221.16,1.28,1,A_current_placement,1.1541,20,18-24,MALE,0,unimpaired,0,1,1,1
Site 47,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-212243,,no,4740,2020-09-10T07:00,,,,10351.41,1768.38,173.09,562.70,54002.8192,550.0192,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,10337.74,13.67,1,A_current_placement,1.2870,39,25-54,MALE,0,unimpaired,0,0,0,0
Site 48,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-102026,,no,4740,2020-09-10T07:00,,,,18677.15,10059.35,173.09,562.70,54002.8192,624.9775,54002.8192,194.0000,35,0,0,1.000,1.000,REFUSED_ALL_FULL,18628.71,48.45,1,A_current_placement,1.3805,35,25-54,MALE,0,unimpaired,0,0,0,0
Site 49,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-134257,,no,4740,2020-09-10T07:00,,,,18418.88,9848.27,173.09,562.70,54002.8192,632.7642,54002.8192,194.0000,46,0,0,1.000,1.000,REFUSED_ALL_FULL,18417.63,1.25,1,A_current_placement,1.3539,46,25-54,MALE,0,unimpaired,0,0,0,0
Site 50,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-167812,,no,4740,2020-09-10T07:00,,,,12438.54,3856.48,173.09,562.70,54002.8192,519.2225,54002.8192,194.0000,50,0,1,1.000,1.000,REFUSED_ALL_FULL,12425.84,12.70,1,A_current_placement,1.4350,50,25-54,MALE,0,unimpaired,0,1,1,1
Site 51,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-119730,,no,4740,2020-09-10T07:00,,,,21846.55,13275.87,173.09,562.70,54002.8192,1030.9825,54002.8192,194.0000,54,0,0,1.000,1.000,REFUSED_ALL_FULL,21845.23,1.32,1,A_current_placement,0.9410,54,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 52,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-201619,,no,4740,2020-09-10T07:00,,,,19488.68,10918.01,173.09,562.70,54002.8192,645.8283,54002.8192,194.0000,30,0,1,1.000,1.000,REFUSED_ALL_FULL,19487.37,1.31,1,A_current_placement,1.3688,30,25-54,MALE,1,ambulant_impaired_no_aid,0,1,1,1
Site 53,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-212205,,no,4740,2020-09-10T07:00,,,,12180.63,3556.17,173.09,562.70,54002.8192,532.3292,54002.8192,194.0000,36,0,0,1.000,1.000,REFUSED_ALL_FULL,12125.53,55.10,1,A_current_placement,1.3967,36,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 54,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-123958,OCC,yes,4740,2020-09-10T07:00,4747,2020-09-10T07:07,7.0,703.22,672.74,17.20,112.10,1361.0750,6.9708,1361.0750,6.1333,45,0,0,1.000,1.000,SHELTERED,672.74,30.47,0,A_current_placement,1.5002,45,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 55,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-119671,CJ,yes,4740,2020-09-10T07:00,5839,2020-09-11T01:19,1099.0,16434.48,7787.23,53.49,299.55,5205.2250,449.9750,5205.2250,24.3333,39,0,1,1.000,1.000,SHELTERED,16356.59,77.89,0,A_current_placement,1.8032,39,25-54,MALE,0,unimpaired,0,1,1,1
Site 56,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-102451,,no,4740,2020-09-10T07:00,,,,15109.04,6502.66,173.09,562.70,54002.8192,767.3942,54002.8192,194.0000,28,0,0,1.000,1.000,REFUSED_ALL_FULL,15072.02,37.03,1,A_current_placement,1.0309,28,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 57,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-150097,,no,4740,2020-09-10T07:00,,,,11530.98,2922.01,173.09,562.70,54002.8192,554.5592,54002.8192,194.0000,49,0,0,1.000,1.000,REFUSED_ALL_FULL,11491.37,39.60,1,A_current_placement,1.3140,49,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 58,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-134363,,no,4740,2020-09-10T07:00,,,,10575.58,1970.01,173.09,562.70,54002.8192,507.7117,54002.8192,194.0000,61,0,0,1.000,1.000,REFUSED_ALL_FULL,10539.37,36.20,1,A_current_placement,1.4037,61,55-69,MALE,0,unimpaired,0,0,0,1
Site 59,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-222205,,no,4740,2020-09-10T07:00,,,,15792.26,7186.80,173.09,562.70,54002.8192,584.1333,54002.8192,194.0000,54,0,0,1.000,1.000,REFUSED_ALL_FULL,15756.16,36.10,1,A_current_placement,1.3803,54,25-54,MALE,0,unimpaired,0,0,0,0
Site 60,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-119415,,no,4740,2020-09-10T07:00,,,,11620.93,2964.52,173.09,562.70,54002.8192,439.4692,54002.8192,194.0000,25,0,0,1.000,1.000,REFUSED_ALL_FULL,11533.88,87.05,1,A_current_placement,1.6680,25,25-54,OTHER,0,unimpaired,0,0,0,0
Site 61,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-112533,,no,4740,2020-09-10T07:00,,,,19298.63,10675.48,173.09,562.70,54002.8192,697.9700,54002.8192,194.0000,36,0,0,1.000,1.000,REFUSED_ALL_FULL,19244.84,53.79,1,A_current_placement,1.2671,36,25-54,MALE,0,unimpaired,0,0,0,0
Site 62,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-109531,,no,4740,2020-09-10T07:00,,,,19051.58,10389.95,173.09,562.70,54002.8192,857.9242,54002.8192,194.0000,39,0,0,1.000,1.000,REFUSED_ALL_FULL,18959.31,92.26,1,A_current_placement,1.0389,39,25-54,MALE,1,ambulant_impaired_no_aid,0,0,0,1
Site 63,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-140427,,no,4740,2020-09-10T07:00,,,,9864.13,1267.68,173.09,562.70,54002.8192,495.0442,54002.8192,194.0000,29,0,0,1.000,1.000,REFUSED_ALL_FULL,9837.04,27.08,1,A_current_placement,1.4159,29,25-54,MALE,0,unimpaired,0,0,0,0
Site 64,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,26-129907,,no,4740,2020-09-10T07:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,51,0,0,1.000,1.000,UNREACHABLE,0.00,0.00,0,A_current_placement,1.2644,51,25-54,FEMALE,0,unimpaired,0,0,0,0
Site 65,sim-20260725-224029-seed42,b6bf2af5d105b742507cc0c22adcd392bc55c717,42,0bc943324ae6,25-156482,,no,4740,2020-09-10T07:00,,,,16747.80,8177.17,173.09,562.70,54002.8192,619.5742,54002.8192,194.0000,40,0,0,1.000,1.000,REFUSED_ALL_FULL,16746.53,1.27,1,A_current_placement,1.3265,40,25-54,FEMALE,0,unimpaired,0,0,0,0
