shelter_id,name,address,city,state,zip,lon,lat,capacity,capacity_basis,opened,closed,status,coord_source,coord_confidence,facility_type,provider,closure_date,priority_vulnerable,raw_capacity,raw_unit
Rockwood_Bridge_Shelter,Rockwood Bridge Shelter,121 NE 181st Ave,Gresham,OR,,-122.678460,45.471261,52,42_rooms_x1.25_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,motel,Transition Projects,,0,42,rooms
Harrison_Community_Villa,Harrison Community Village,1818 SE 82nd Ave,Portland,OR,,-122.673484,45.519995,42,38_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Do Good Multnomah,,0,38,units
Behavioral_Health_Resour,Behavioral Health Resource Center,333 SW Park Ave,Portland,OR,,-122.679775,45.502990,33,33_beds_x1.0_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,other,Do Good Multnomah,,0,33,beds
Oak_Street_Village,Oak Street Village,333 SE 82nd Ave,Portland,OR,,-122.679366,45.498008,32,29_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Straightway Services,,0,29,units
Porch_Light_Youth_Shelte,Porch Light Youth Shelter,1635 SW Alder St,Portland,OR,,-122.685357,45.536118,30,30_beds_x1.0_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,youth,Janus Youth Programs,,0,30,beds
Street_Light_Youth_Shelt,Street Light Youth Shelter,1635 SW Alder St,Portland,OR,,-122.560499,45.563175,30,30_beds_x1.0_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,youth,Janus Youth Programs,,0,30,beds
Thayer_Family_Foundation,Thayer Family Foundation Veterans Motel Shelter,8355 N Interstate Ave,Portland,OR,,-122.681903,45.502294,21,17_rooms_x1.25_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,motel,Do Good Multnomah,,1,17,rooms
Kenton_Womens_Village,Kenton Women's Village,2420 N Columbia Blvd,Portland,OR,,-122.678756,45.514533,21,19_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Catholic Charities of Oregon,,1,19,units
St_Johns_Village,St Johns Village,8005 N Richmond Ave,Portland,OR,,-122.578550,45.559880,21,19_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Do Good Multnomah,,0,19,units
Arbor_Lodge_Village_Pods,Arbor Lodge Village Pods,1952 N Lombard St,Portland,OR,,-122.550574,45.572563,20,18_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Do Good Multnomah,,1,18,units
Avalon_Village,Avalon Village,2539 SE 19th Ave,Portland,OR,,-122.741637,45.628328,11,10_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,WeShine PDX,,0,10,units
Beacon_Village,Beacon Village,621 NE 76th Ave,Portland,OR,,-122.608809,45.553917,11,10_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,Beacon Village,2026-08-31,0,10,units
Parkrose_Community_Villa,Parkrose Community Village,12505 NE Halsey St,Portland,OR,,-122.581127,45.559140,11,10_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,WeShine,,0,10,units
St_Andrews_Village,St Andrews Village,7600 N Hereford Ave,Portland,OR,,-122.681624,45.509202,11,10_units_x1.1_per_SHELTER_CAPACITY_AUDIT_s2_RELOCATED_scenarioB,2020-09-07,2020-09-19,operating,greedy_capacity_aware_p_median_over_rlis_graph,theoretical_site_not_a_real_facility,village,WeShine,,0,10,units
